Algorithm,Framework,Seed,Coverage_Rate_%,Agent_Deaths,Cumulative_Reward,Avg_Battery_Level,Charging_Steps,Time_to_80%_Coverage_Steps
RSPO_Vanilla,RLlib,1000,43.68,0,1365.0,63.61,176,750
RSPO_Vanilla,RLlib,1001,44.16,1,1380.0,61.29,155,750
RSPO_Vanilla,RLlib,1002,64.64,2,2020.0,67.75,121,750
RSPO_Vanilla,RLlib,1003,45.44,2,1420.0,63.09,126,750
RSPO_Vanilla,RLlib,1004,43.84,3,1370.0,64.34,71,750
RSPO_Vanilla,RLlib,1005,52.48,1,1640.0,61.78,150,750
RSPO_Vanilla,RLlib,1006,38.4,2,1200.0,65.56,116,750
RSPO_Vanilla,RLlib,1007,57.6,2,1800.0,61.54,155,750
RSPO_Vanilla,RLlib,1008,44.0,1,1375.0,62.02,177,750
RSPO_Vanilla,RLlib,1009,45.6,1,1425.0,74.0,142,750
RSPO_Vanilla,RLlib,1010,52.0,2,1625.0,62.2,113,750
RSPO_Vanilla,RLlib,1011,40.96,3,1280.0,71.13,47,750
RSPO_Vanilla,RLlib,1012,38.72,1,1210.0,59.95,145,750
RSPO_Vanilla,RLlib,1013,60.32,1,1885.0,62.64,165,750
RSPO_Vanilla,RLlib,1014,43.84,4,1370.0,62.81,139,750
RSPO_Vanilla,RLlib,1015,43.68,0,1365.0,63.61,176,750
RSPO_Vanilla,RLlib,1016,68.48,2,2140.0,74.48,237,750
RSPO_Vanilla,RLlib,1017,51.04,1,1595.0,61.95,145,750
RSPO_Vanilla,RLlib,1018,43.68,1,1365.0,63.63,172,750
RSPO_Vanilla,RLlib,1019,56.16,2,1755.0,65.49,212,750
RSPO_Vanilla,RLlib,1020,43.68,0,1365.0,63.61,176,750
RSPO_Vanilla,RLlib,1021,55.84,2,1745.0,71.57,118,750
RSPO_Vanilla,RLlib,1022,41.6,2,1300.0,60.17,119,750
RSPO_Vanilla,RLlib,1023,42.72,1,1335.0,57.13,136,750
RSPO_Vanilla,RLlib,1024,46.72,2,1460.0,63.33,152,750
RSPO_Vanilla,RLlib,1025,52.0,2,1625.0,65.09,119,750
RSPO_Vanilla,RLlib,1026,43.68,0,1365.0,63.61,176,750
RSPO_Vanilla,RLlib,1027,52.16,3,1630.0,70.43,231,750
RSPO_Vanilla,RLlib,1028,55.36,4,1730.0,61.51,89,750
RSPO_Vanilla,RLlib,1029,49.6,3,1550.0,69.4,53,750
RSPO_Vanilla,RLlib,1030,61.44,3,1920.0,61.07,132,750
RSPO_Vanilla,RLlib,1031,29.6,4,925.0,65.54,0,750
RSPO_Vanilla,RLlib,1032,29.12,4,910.0,63.96,0,750
RSPO_Vanilla,RLlib,1033,40.32,2,1260.0,60.74,118,750
RSPO_Vanilla,RLlib,1034,37.12,1,1160.0,60.68,126,750
RSPO_Vanilla,RLlib,1035,38.72,1,1210.0,58.41,126,750
RSPO_Vanilla,RLlib,1036,44.32,3,1385.0,59.6,112,750
RSPO_Vanilla,RLlib,1037,44.8,1,1400.0,63.22,171,750
RSPO_Vanilla,RLlib,1038,61.44,1,1920.0,70.92,133,750
RSPO_Vanilla,RLlib,1039,32.16,4,1005.0,60.22,28,750
RSPO_Vanilla,RLlib,1040,53.28,2,1665.0,73.17,91,750
RSPO_Vanilla,RLlib,1041,39.2,1,1225.0,58.34,133,750
RSPO_Vanilla,RLlib,1042,49.12,3,1535.0,70.14,60,750
RSPO_Vanilla,RLlib,1043,45.6,2,1425.0,63.71,107,750
RSPO_Vanilla,RLlib,1044,44.64,1,1395.0,63.53,168,750
RSPO_Vanilla,RLlib,1045,43.68,0,1365.0,63.61,176,750
RSPO_Vanilla,RLlib,1046,48.64,1,1520.0,62.58,155,750
RSPO_Vanilla,RLlib,1047,51.36,1,1605.0,62.55,165,750
RSPO_Vanilla,RLlib,1048,57.12,3,1785.0,65.75,67,750
RSPO_Vanilla,RLlib,1049,44.32,2,1385.0,61.13,165,750
RSPO_Vanilla,RLlib,1050,43.68,0,1365.0,63.61,176,750
RSPO_Vanilla,RLlib,1051,43.68,0,1365.0,63.61,176,750
RSPO_Vanilla,RLlib,1052,55.2,2,1725.0,70.68,122,750
RSPO_Vanilla,RLlib,1053,26.88,4,840.0,65.55,5,750
RSPO_Vanilla,RLlib,1054,42.56,2,1330.0,61.14,187,750
RSPO_Vanilla,RLlib,1055,54.4,3,1700.0,67.05,90,750
RSPO_Vanilla,RLlib,1056,48.48,2,1515.0,67.19,101,750
RSPO_Vanilla,RLlib,1057,57.12,1,1785.0,72.37,162,750
RSPO_Vanilla,RLlib,1058,59.84,1,1870.0,62.02,155,750
RSPO_Vanilla,RLlib,1059,35.84,3,1120.0,64.43,40,750
RSPO_Vanilla,RLlib,1060,38.24,1,1195.0,55.84,139,750
RSPO_Vanilla,RLlib,1061,40.8,1,1275.0,59.93,148,750
RSPO_Vanilla,RLlib,1062,37.12,1,1160.0,61.52,126,750
RSPO_Vanilla,RLlib,1063,42.4,1,1325.0,71.71,139,750
RSPO_Vanilla,RLlib,1064,48.0,1,1500.0,61.43,159,750
RSPO_Vanilla,RLlib,1065,49.12,3,1535.0,62.93,86,750
RSPO_Vanilla,RLlib,1066,43.68,0,1365.0,63.61,176,750
RSPO_Vanilla,RLlib,1067,39.36,4,1230.0,59.86,63,750
RSPO_Vanilla,RLlib,1068,58.72,3,1835.0,66.47,72,750
RSPO_Vanilla,RLlib,1069,58.72,3,1835.0,60.11,99,750
RSPO_Vanilla,RLlib,1070,52.0,3,1625.0,63.09,71,750
RSPO_Vanilla,RLlib,1071,48.64,1,1520.0,63.55,168,750
RSPO_Vanilla,RLlib,1072,42.72,3,1335.0,62.05,88,750
RSPO_Vanilla,RLlib,1073,66.88,2,2090.0,63.25,170,750
RSPO_Vanilla,RLlib,1074,43.68,0,1365.0,63.61,176,750
RSPO_Vanilla,RLlib,1075,47.2,1,1475.0,61.55,150,750
RSPO_Vanilla,RLlib,1076,61.12,1,1910.0,61.68,154,750
RSPO_Vanilla,RLlib,1077,43.68,0,1365.0,63.61,176,750
RSPO_Vanilla,RLlib,1078,48.32,3,1510.0,70.41,115,750
RSPO_Vanilla,RLlib,1079,57.28,2,1790.0,81.91,629,750
RSPO_Vanilla,RLlib,1080,43.68,0,1365.0,63.61,176,750
RSPO_Vanilla,RLlib,1081,36.32,4,1135.0,63.94,46,750
RSPO_Vanilla,RLlib,1082,50.88,3,1590.0,63.69,87,750
RSPO_Vanilla,RLlib,1083,39.04,1,1220.0,61.83,132,750
RSPO_Vanilla,RLlib,1084,40.48,1,1265.0,59.39,148,750
RSPO_Vanilla,RLlib,1085,42.72,1,1335.0,72.19,151,750
RSPO_Vanilla,RLlib,1086,39.68,4,1240.0,66.96,52,750
RSPO_Vanilla,RLlib,1087,40.16,1,1255.0,61.11,138,750
RSPO_Vanilla,RLlib,1088,28.96,4,905.0,64.05,0,750
RSPO_Vanilla,RLlib,1089,46.4,1,1450.0,61.79,177,750
RSPO_Vanilla,RLlib,1090,44.48,1,1390.0,61.9,177,750
RSPO_Vanilla,RLlib,1091,38.88,1,1215.0,59.99,145,750
RSPO_Vanilla,RLlib,1092,56.0,1,1750.0,63.14,171,750
RSPO_Vanilla,RLlib,1093,46.88,1,1465.0,63.48,168,750
RSPO_Vanilla,RLlib,1094,40.32,1,1260.0,60.38,145,750
RSPO_Vanilla,RLlib,1095,45.44,1,1420.0,75.57,136,750
RSPO_Vanilla,RLlib,1096,66.4,3,2075.0,62.61,171,750
RSPO_Vanilla,RLlib,1097,42.56,4,1330.0,60.67,75,750
RSPO_Vanilla,RLlib,1098,52.32,4,1635.0,64.19,69,750
RSPO_Vanilla,RLlib,1099,57.28,1,1790.0,69.62,201,750
RSPO_SelfHeal,RLlib,1000,82.4,0,2575.0,68.98,170,665
RSPO_SelfHeal,RLlib,1001,75.2,2,2350.0,67.65,165,750
RSPO_SelfHeal,RLlib,1002,61.12,3,1910.0,68.49,119,750
RSPO_SelfHeal,RLlib,1003,69.44,2,2170.0,85.52,741,750
RSPO_SelfHeal,RLlib,1004,66.4,2,2075.0,69.39,167,750
RSPO_SelfHeal,RLlib,1005,79.68,2,2490.0,69.2,143,750
RSPO_SelfHeal,RLlib,1006,57.12,3,1785.0,75.11,259,750
RSPO_SelfHeal,RLlib,1007,81.12,2,2535.0,69.64,200,584
RSPO_SelfHeal,RLlib,1008,84.96,1,2655.0,69.45,170,665
RSPO_SelfHeal,RLlib,1009,60.16,3,1880.0,68.26,88,750
RSPO_SelfHeal,RLlib,1010,61.6,2,1925.0,70.55,119,750
RSPO_SelfHeal,RLlib,1011,58.72,2,1835.0,70.54,105,750
RSPO_SelfHeal,RLlib,1012,72.48,1,2265.0,70.18,270,750
RSPO_SelfHeal,RLlib,1013,84.0,2,2625.0,69.13,157,573
RSPO_SelfHeal,RLlib,1014,80.96,3,2530.0,69.53,149,717
RSPO_SelfHeal,RLlib,1015,82.4,0,2575.0,68.98,170,665
RSPO_SelfHeal,RLlib,1016,59.2,2,1850.0,69.34,98,750
RSPO_SelfHeal,RLlib,1017,40.8,4,1275.0,64.8,29,750
RSPO_SelfHeal,RLlib,1018,82.4,1,2575.0,69.18,170,665
RSPO_SelfHeal,RLlib,1019,74.4,2,2325.0,74.67,368,750
RSPO_SelfHeal,RLlib,1020,82.4,0,2575.0,68.98,170,665
RSPO_SelfHeal,RLlib,1021,70.4,3,2200.0,78.16,282,750
RSPO_SelfHeal,RLlib,1022,50.56,2,1580.0,68.77,102,750
RSPO_SelfHeal,RLlib,1023,67.68,2,2115.0,77.91,479,750
RSPO_SelfHeal,RLlib,1024,79.52,2,2485.0,70.35,169,750
RSPO_SelfHeal,RLlib,1025,66.08,2,2065.0,70.15,173,750
RSPO_SelfHeal,RLlib,1026,82.4,0,2575.0,68.98,170,665
RSPO_SelfHeal,RLlib,1027,39.68,4,1240.0,67.3,27,750
RSPO_SelfHeal,RLlib,1028,67.36,4,2105.0,72.84,134,750
RSPO_SelfHeal,RLlib,1029,32.96,4,1030.0,63.67,17,750
RSPO_SelfHeal,RLlib,1030,84.32,3,2635.0,70.94,220,618
RSPO_SelfHeal,RLlib,1031,28.32,4,885.0,65.81,12,750
RSPO_SelfHeal,RLlib,1032,49.44,3,1545.0,62.96,91,750
RSPO_SelfHeal,RLlib,1033,51.84,3,1620.0,59.34,66,750
RSPO_SelfHeal,RLlib,1034,78.24,1,2445.0,69.74,172,750
RSPO_SelfHeal,RLlib,1035,33.92,4,1060.0,64.88,7,750
RSPO_SelfHeal,RLlib,1036,76.96,2,2405.0,75.5,342,750
RSPO_SelfHeal,RLlib,1037,80.8,1,2525.0,70.71,247,670
RSPO_SelfHeal,RLlib,1038,70.08,2,2190.0,77.32,284,750
RSPO_SelfHeal,RLlib,1039,58.4,2,1825.0,70.6,190,750
RSPO_SelfHeal,RLlib,1040,57.28,3,1790.0,65.78,71,750
RSPO_SelfHeal,RLlib,1041,55.68,2,1740.0,81.06,445,750
RSPO_SelfHeal,RLlib,1042,62.4,3,1950.0,70.04,68,750
RSPO_SelfHeal,RLlib,1043,60.64,3,1895.0,66.96,91,750
RSPO_SelfHeal,RLlib,1044,82.4,1,2575.0,69.79,184,665
RSPO_SelfHeal,RLlib,1045,82.4,0,2575.0,68.98,170,665
RSPO_SelfHeal,RLlib,1046,71.68,1,2240.0,88.97,1046,750
RSPO_SelfHeal,RLlib,1047,78.56,1,2455.0,69.67,164,750
RSPO_SelfHeal,RLlib,1048,58.08,2,1815.0,68.43,140,750
RSPO_SelfHeal,RLlib,1049,76.64,2,2395.0,69.03,175,750
RSPO_SelfHeal,RLlib,1050,82.4,0,2575.0,68.98,170,665
RSPO_SelfHeal,RLlib,1051,82.4,0,2575.0,68.98,170,665
RSPO_SelfHeal,RLlib,1052,60.16,3,1880.0,68.69,64,750
RSPO_SelfHeal,RLlib,1053,63.36,3,1980.0,66.12,121,750
RSPO_SelfHeal,RLlib,1054,49.44,4,1545.0,65.25,29,750
RSPO_SelfHeal,RLlib,1055,60.48,4,1890.0,73.99,70,750
RSPO_SelfHeal,RLlib,1056,52.8,4,1650.0,67.18,36,750
RSPO_SelfHeal,RLlib,1057,34.4,1,1075.0,110.75,1677,750
RSPO_SelfHeal,RLlib,1058,78.72,2,2460.0,68.19,142,750
RSPO_SelfHeal,RLlib,1059,72.0,2,2250.0,85.02,593,750
RSPO_SelfHeal,RLlib,1060,82.08,1,2565.0,76.34,474,680
RSPO_SelfHeal,RLlib,1061,81.44,1,2545.0,76.5,474,627
RSPO_SelfHeal,RLlib,1062,76.16,1,2380.0,71.44,217,750
RSPO_SelfHeal,RLlib,1063,64.48,3,2015.0,68.65,90,750
RSPO_SelfHeal,RLlib,1064,78.88,2,2465.0,70.45,207,750
RSPO_SelfHeal,RLlib,1065,60.8,4,1900.0,71.18,83,750
RSPO_SelfHeal,RLlib,1066,82.4,0,2575.0,68.98,170,665
